iter	MultiClass
0	0.9343784178
1	0.8103302225
2	0.7108889325
3	0.6330928023
4	0.566155064
5	0.5123982574
6	0.4647683234
7	0.4245562419
8	0.3913513693
9	0.3606440011
10	0.3347614279
11	0.311621806
12	0.290510126
13	0.2717785685
14	0.2506226206
15	0.2368692413
16	0.22391795
17	0.2118623412
18	0.1982559232
19	0.1894595235
20	0.1813266422
21	0.1743522052
22	0.1653205648
23	0.1582335559
24	0.1530399566
25	0.1470797913
26	0.1408866373
27	0.1344891136
28	0.1294196864
29	0.1249769794
30	0.1204404145
31	0.1169887213
32	0.1128531508
33	0.1090792634
34	0.1058413467
35	0.1029956149
36	0.1009363527
37	0.09886858082
38	0.09609539833
39	0.09346938769
40	0.09173415988
41	0.08917884422
42	0.08761323324
43	0.08631646282
44	0.08442290528
45	0.08321146635
46	0.08104238381
47	0.07968021252
48	0.07875844235
49	0.07770535172
50	0.07679061828
51	0.07554539202
52	0.07427173646
53	0.07277103374
54	0.07202549074
55	0.07103457297
56	0.06974613004
57	0.0687923954
58	0.06814643762
59	0.06750517954
60	0.06670692037
61	0.06622099491
62	0.06536414009
63	0.06502710072
64	0.06435019853
65	0.06368827927
66	0.06258739778
67	0.06198217741
68	0.06156245331
69	0.06035849386
70	0.05989910844
71	0.05917527773
72	0.05815906988
73	0.0577896443
74	0.05718587144
75	0.05686005067
76	0.05648026758
77	0.05566670853
78	0.05526289694
79	0.05486594354
80	0.05442766586
81	0.05374026511
82	0.05338948965
83	0.05291232263
84	0.05246999973
85	0.05185824159
86	0.0515294258
87	0.05096784836
88	0.05053141359
89	0.0502857359
90	0.04993621339
91	0.04966546881
92	0.04944958912
93	0.04924210116
94	0.04905003308
95	0.04858135419
96	0.04807861726
97	0.0477784676
98	0.04753708446
99	0.04738982666
100	0.04698138614
101	0.04665537067
102	0.04633098491
103	0.04586876294
104	0.0454887171
105	0.04504125357
106	0.0449041019
107	0.04430979353
108	0.04397217221
109	0.04380635481
110	0.0436287994
111	0.0434748155
112	0.04329405481
113	0.04261577841
114	0.04221649885
115	0.04188658913
116	0.04165807353
117	0.04134294552
118	0.04121723103
119	0.04095038867
120	0.04064252596
121	0.04045853734
122	0.04035977542
123	0.04022834447
124	0.03989350918
125	0.039582056
126	0.03929968834
127	0.03906893402
128	0.03895557993
129	0.03883279246
130	0.03876267632
131	0.03859606606
132	0.03839422203
133	0.03830962705
134	0.03801475583
135	0.03788771464
136	0.03776393871
137	0.03751307305
138	0.03720849073
139	0.03708722774
140	0.03698369282
141	0.03670868335
142	0.03629936218
143	0.03621351157
144	0.03599209312
145	0.03580211727
146	0.03570959141
147	0.03560162787
148	0.03538224523
149	0.03529561458
150	0.03494043898
151	0.03485144644
152	0.03459979841
153	0.03450227932
154	0.03440222645
155	0.03430347885
156	0.03414735608
157	0.03392515118
158	0.03381152659
159	0.03372681624
160	0.03350898554
161	0.03343782072
162	0.03340481576
163	0.03333475645
164	0.03304672208
165	0.0329863967
166	0.03264970099
167	0.03233740853
168	0.03223988914
169	0.03217469315
170	0.03210822894
171	0.0318529919
172	0.03163099326
173	0.03146470214
174	0.03123483493
175	0.03116981469
176	0.03110690919
177	0.03101545771
178	0.03093136187
179	0.03086411737
180	0.03070436345
181	0.03056733719
182	0.03028208931
183	0.03023668077
184	0.03013764051
185	0.02990561302
186	0.02985146764
187	0.02975744202
188	0.02956048835
189	0.02940464902
190	0.02934464538
191	0.02929001826
192	0.02915157598
193	0.02905087485
194	0.02892983665
195	0.02887809656
196	0.02883944002
197	0.02879206105
198	0.02857764704
199	0.02852404157
200	0.02845447918
201	0.02837356944
202	0.02820631076
203	0.02815910014
204	0.02812977795
205	0.02806949158
206	0.02798027461
207	0.02794522389
208	0.02791310418
209	0.02785636577
210	0.02773817514
211	0.02745243888
212	0.02743020037
213	0.02729949524
214	0.02726159889
215	0.02701003722
216	0.0269272552
217	0.02687873224
218	0.02675121085
219	0.02659827054
220	0.02645540293
221	0.02642101879
222	0.02638494788
223	0.02624633621
224	0.02611510947
225	0.02607247597
226	0.02600559219
227	0.02597772957
228	0.0259279926
229	0.02589883749
230	0.02586199381
231	0.02563026077
232	0.02560587738
233	0.02558893365
234	0.02543140029
235	0.02538244344
236	0.02533658479
237	0.02522586893
238	0.0250590299
239	0.02484654134
240	0.02479944435
241	0.02476658811
242	0.02473526882
243	0.02471000558
244	0.02461605024
245	0.02449067421
246	0.02441412399
247	0.02437828706
248	0.02427995097
249	0.02425251252
250	0.02417465133
251	0.02405311463
252	0.0240422915
253	0.02393791331
254	0.02390560766
255	0.02384175163
256	0.02372936159
257	0.02368229997
258	0.02362047092
259	0.02356639587
260	0.0233652107
261	0.0232564705
262	0.02321066755
263	0.02311301566
264	0.02308185016
265	0.02306064996
266	0.02304987465
267	0.02303635016
268	0.02301662447
269	0.02297136497
270	0.02293182495
271	0.02284026305
272	0.0227987917
273	0.02276195897
274	0.02274589318
275	0.02261773339
276	0.02259157575
277	0.02258169639
278	0.02255798509
279	0.02241491229
280	0.02236581602
281	0.02229095625
282	0.02218403079
283	0.02215844662
284	0.02212502362
285	0.02211269978
286	0.02204557446
287	0.02202496872
288	0.02198583366
289	0.02190588044
290	0.02182829796
291	0.02180319252
292	0.02178286282
293	0.02163744037
294	0.02149708703
295	0.02147272066
296	0.02144551799
297	0.02143266803
298	0.02138519153
299	0.02137465745
300	0.02128691538
301	0.02125807639
302	0.02123662795
303	0.02120743836
304	0.02118674407
305	0.0211595386
306	0.02109115321
307	0.02102167952
308	0.02101122501
309	0.02091775635
310	0.02089513328
311	0.0208708006
312	0.02080681253
313	0.02079374277
314	0.02078263755
315	0.02071390561
316	0.02060705822
317	0.02052248418
318	0.02050589951
319	0.02044286448
320	0.02042012019
321	0.02040674446
322	0.02038667668
323	0.02035748683
324	0.0203306343
325	0.02031718035
326	0.02026831304
327	0.02023828626
328	0.0202239434
329	0.02021355555
330	0.02014171554
331	0.02011774887
332	0.02010578068
333	0.0200989987
334	0.02007999144
335	0.02007064068
336	0.02003663278
337	0.02000376197
338	0.0199727402
339	0.01995630439
340	0.01993030911
341	0.01990962803
342	0.01988712368
343	0.01980188626
344	0.01979401571
345	0.01972230786
346	0.01970254
347	0.0196785659
348	0.01966825328
349	0.01955094582
350	0.01954269027
351	0.01952981196
352	0.01951014872
353	0.01941813246
354	0.01940546322
355	0.01939882866
356	0.01933906616
357	0.01931781074
358	0.01924617636
359	0.01922405518
360	0.01920169872
361	0.01917693019
362	0.01916479481
363	0.01910936649
364	0.01905553919
365	0.01903388329
366	0.01900999484
367	0.01896537581
368	0.01894462707
369	0.01893078129
370	0.01884449346
371	0.01877801159
372	0.01876128771
373	0.01872302121
374	0.01871677293
375	0.01869877187
376	0.01868454538
377	0.0186623688
378	0.01860498641
379	0.01858498527
380	0.01856271453
381	0.01854870473
382	0.01849588712
383	0.01846165148
384	0.01845101652
385	0.01843540023
386	0.01842822535
387	0.01841794313
388	0.01840453396
389	0.01830554499
390	0.01829684252
391	0.01828197077
392	0.01827499973
393	0.01820486961
394	0.01819688367
395	0.01818574637
396	0.01810047697
397	0.01808712539
398	0.0180425859
399	0.01803086243
400	0.01801592316
401	0.0179937449
402	0.01795297041
403	0.01794108737
404	0.01792486414
405	0.01790838799
406	0.01789831099
407	0.01788799016
408	0.01787348579
409	0.01785598565
410	0.01783542692
411	0.01782592895
412	0.01781697259
413	0.01780325559
414	0.01779875009
415	0.01778602867
416	0.01774313895
417	0.01773627563
418	0.01772617377
419	0.01770608071
420	0.01769381784
421	0.0176829062
422	0.01765008907
423	0.01764288966
424	0.01753214477
425	0.01751545706
426	0.0174527854
427	0.01743283344
428	0.01741958527
429	0.01740357842
430	0.01738566662
431	0.01737930078
432	0.01736586483
433	0.01731823646
434	0.0173146162
435	0.01728356384
436	0.01727067746
437	0.01726415167
438	0.01725278187
439	0.01719394361
440	0.01715134798
441	0.01713874071
442	0.01707894094
443	0.0170608816
444	0.01701983947
445	0.01700249614
446	0.01698875655
447	0.01697717304
448	0.01695988225
449	0.01693208978
450	0.01692093163
451	0.0169067782
452	0.01690276865
453	0.01689712666
454	0.01688419592
455	0.01685708162
456	0.01683936023
457	0.01682668692
458	0.01681016157
459	0.01677871607
460	0.01674671283
461	0.01672720025
462	0.01671323073
463	0.01662300165
464	0.016610147
465	0.01659840324
466	0.01657834027
467	0.01653758536
468	0.01651793976
469	0.01642602808
470	0.01640702772
471	0.01640035664
472	0.01636143521
473	0.01635044382
474	0.01633736167
475	0.01633184329
476	0.01632901003
477	0.01632009654
478	0.01631125607
479	0.01629405469
480	0.01625461194
481	0.01623880262
482	0.01623036047
483	0.01619482852
484	0.01618766481
485	0.01617770755
486	0.0161705786
487	0.0161535204
488	0.01614282806
489	0.01612968277
490	0.0161157642
491	0.01609944455
492	0.01609008803
493	0.01604801926
494	0.01603476854
495	0.01602654901
496	0.01595361121
497	0.01593671948
498	0.01591058163
499	0.01590019188
500	0.01585804745
501	0.01582648272
502	0.01582169556
503	0.01581194036
504	0.01580085223
505	0.01579464367
506	0.01577819707
507	0.01576673279
508	0.01575692899
509	0.01567510829
510	0.0156654843
511	0.01562124992
512	0.01561294243
513	0.01559879349
514	0.01558161147
515	0.01557481806
516	0.01556343595
517	0.01555302798
518	0.01554896225
519	0.01554368654
520	0.01553797123
521	0.01552570919
522	0.01551501488
523	0.01550958718
524	0.01543917799
525	0.01542875483
526	0.0154185976
527	0.01540965352
528	0.015382865
529	0.01534799711
530	0.01533667056
531	0.01530041676
532	0.01529061328
533	0.0152666968
534	0.0152197582
535	0.01521712498
536	0.01520435051
537	0.0151901605
538	0.01518068347
539	0.0151731054
540	0.01516514081
541	0.01512097488
542	0.01509572456
543	0.01508467349
544	0.01508186387
545	0.01506874893
546	0.01505709365
547	0.0150526963
548	0.01504934848
549	0.01504356082
550	0.01501701315
551	0.01500809497
552	0.01499666173
553	0.01495398242
554	0.01494780397
555	0.01491327944
556	0.01490388315
557	0.01489337725
558	0.01488538836
559	0.01487563772
560	0.01487304403
561	0.01486990597
562	0.01484889245
563	0.01484624002
564	0.01484000994
565	0.01482419336
566	0.01477804576
567	0.01477075103
568	0.01476483158
569	0.01473086032
570	0.01472589047
571	0.01467131994
572	0.01466123275
573	0.01464625386
574	0.01463482476
575	0.01462952649
576	0.01462281676
577	0.01460023343
578	0.01459361649
579	0.01458844345
580	0.01458114844
581	0.01456997802
582	0.01456460759
583	0.01451147854
584	0.01447805288
585	0.01447341475
586	0.01445394888
587	0.01443931607
588	0.01443279164
589	0.01441964843
590	0.01437403491
591	0.01435503642
592	0.01434658482
593	0.01433041721
594	0.01432684363
595	0.01431701048
596	0.01429830465
597	0.01428783939
598	0.01425872127
599	0.01425303931
600	0.01422023386
601	0.01420882064
602	0.01419103091
603	0.01417194244
604	0.01413559768
605	0.01412857851
606	0.01412022126
607	0.01408684537
608	0.01405917191
609	0.01405606876
610	0.01404992255
611	0.0140224342
612	0.01401786345
613	0.0140120422
614	0.01400497222
615	0.01398961008
616	0.01398403202
617	0.01397454487
618	0.01395732189
619	0.01395064872
620	0.01394599157
621	0.01394258736
622	0.01391432184
623	0.01390681255
624	0.01387188665
625	0.01386238222
626	0.01385583152
627	0.01384708154
628	0.01381871625
629	0.01378650687
630	0.01378224368
631	0.0137769701
632	0.01376911915
633	0.01374691969
634	0.01370226449
635	0.01369936584
636	0.01369228432
637	0.01368854346
638	0.01364623223
639	0.01364262198
640	0.01362885457
641	0.01362616827
642	0.01361403227
643	0.01361158138
644	0.01360800361
645	0.01360116862
646	0.01356220655
647	0.01355270023
648	0.01354552444
649	0.01354250142
650	0.01351354054
651	0.01345982801
652	0.01345610862
653	0.01342544293
654	0.0133962299
655	0.01339081134
656	0.01338589084
657	0.01338003117
658	0.01337806807
659	0.01337658974
660	0.01336640327
661	0.01336068406
662	0.01335531011
663	0.01335148111
664	0.01332735711
665	0.01332353632
666	0.01331840338
667	0.01331333158
668	0.0132998604
669	0.01329266956
670	0.01328478471
671	0.01327892995
672	0.01327513931
673	0.01326851207
674	0.01322989421
675	0.01321651232
676	0.01321144062
677	0.01320613156
678	0.01319949338
679	0.01319716894
680	0.01318920044
681	0.01318405762
682	0.013180376
683	0.01317633529
684	0.01317003584
685	0.01315555819
686	0.01314276197
687	0.01312120602
688	0.01311090291
689	0.01308537502
690	0.01307643822
691	0.01307133456
692	0.01306538442
693	0.01305750813
694	0.01303561025
695	0.01303118868
696	0.01302674215
697	0.0130164455
698	0.01299585755
699	0.01299108768
700	0.01298668625
701	0.01297779001
702	0.01297466833
703	0.01295337979
704	0.01295074864
705	0.01294652391
706	0.01291574707
707	0.0128909112
708	0.01288809498
709	0.01288452224
710	0.0128681941
711	0.01284739133
712	0.01284308049
713	0.01284007284
714	0.01283334923
715	0.01282963805
716	0.01279042289
717	0.01278422517
718	0.01277498717
719	0.01277270192
720	0.01277090225
721	0.01276493497
722	0.01275951931
723	0.01275051946
724	0.01273685563
725	0.01273070339
726	0.0126898949
727	0.01264927528
728	0.01264374139
729	0.01262732274
730	0.0126238407
731	0.01261525637
732	0.01261171158
733	0.01260676511
734	0.01258530962
735	0.01258239062
736	0.01257864918
737	0.01256479794
738	0.01255792536
739	0.01255467205
740	0.01255040709
741	0.01252403551
742	0.01251439193
743	0.01250563399
744	0.0124840806
745	0.01248019529
746	0.01247658961
747	0.01247205467
748	0.01246701805
749	0.01246210577
750	0.01243925663
751	0.01243171365
752	0.0124193562
753	0.01240356676
754	0.01239945135
755	0.01236554258
756	0.01234456066
757	0.01234311548
758	0.01233752022
759	0.01233439613
760	0.01232515212
761	0.01230984259
762	0.01230362459
763	0.01229850914
764	0.01229254721
765	0.01228405935
766	0.01225301836
767	0.01224641817
768	0.01222615957
769	0.01222227522
770	0.01221728901
771	0.01221206315
772	0.01220728811
773	0.0121979165
774	0.01219225279
775	0.01218754173
776	0.01218384732
777	0.01218076603
778	0.01217895513
779	0.01217173289
780	0.01215429002
781	0.01212281728
782	0.01210047521
783	0.0120788123
784	0.01205645377
785	0.01205320423
786	0.01205145782
787	0.01204921908
788	0.01204306553
789	0.01203643428
790	0.0120338723
791	0.01203007877
792	0.01202864558
793	0.01202597479
794	0.01201784639
795	0.01201404946
796	0.01200957911
797	0.01200245552
798	0.01199122132
799	0.01198459134
800	0.01197708181
801	0.01197476222
802	0.0119713562
803	0.01195914982
804	0.01195242093
805	0.0119456194
806	0.01194225009
807	0.01194037971
808	0.01193553358
809	0.0119315635
810	0.011927598
811	0.0119205044
812	0.01190386727
813	0.01190126951
814	0.01189658782
815	0.01187207992
816	0.01186820859
817	0.0118607804
818	0.01185885806
819	0.01183848319
820	0.01183297602
821	0.01182888919
822	0.01181602163
823	0.0118142499
824	0.01180428871
825	0.01180223198
826	0.01179578091
827	0.01177943389
828	0.01177593081
829	0.01177183319
830	0.01176100295
831	0.01175828762
832	0.01174102419
833	0.01173909881
834	0.01172506486
835	0.01172036915
836	0.01168439335
837	0.01168055384
838	0.01167452381
839	0.01167064203
840	0.01166603023
841	0.01166088843
842	0.01165350246
843	0.0116378296
844	0.01163104806
845	0.01161040037
846	0.01160699039
847	0.01159701024
848	0.01158600941
849	0.01156744151
850	0.01156282257
851	0.01155876664
852	0.01155393205
853	0.0115331368
854	0.01152959055
855	0.01152502791
856	0.01151463815
857	0.01151184804
858	0.01150923215
859	0.01150157621
860	0.01149767395
861	0.01149416692
862	0.01147881576
863	0.01146246346
864	0.01144207044
865	0.01143936529
866	0.01143695328
867	0.01142390715
868	0.01142058183
869	0.01141873249
870	0.01141563864
871	0.01141011943
872	0.01140354125
873	0.01139986127
874	0.01138348074
875	0.01138138783
876	0.01136939309
877	0.01136644491
878	0.01135472977
879	0.01135210923
880	0.01134287061
881	0.01132403811
882	0.01132211763
883	0.01131621002
884	0.01131086124
885	0.01130281571
886	0.01130201063
887	0.01129947494
888	0.01129416566
889	0.01127384004
890	0.01125563827
891	0.01125145322
892	0.0112497798
893	0.01124380431
894	0.01123403328
895	0.01122987333
896	0.01122534072
897	0.01121632125
898	0.01121499611
899	0.01121302229
900	0.01121019634
901	0.01120148341
902	0.0111838988
903	0.01118151121
904	0.01117253032
905	0.01116982907
906	0.01116371656
907	0.01116194046
908	0.01115987958
909	0.01115422689
910	0.01114968935
911	0.01114513573
912	0.01112860068
913	0.01111381488
914	0.01110395263
915	0.01110288341
916	0.01109788652
917	0.01109411708
918	0.01108737558
919	0.01108357
920	0.01108062443
921	0.0110659004
922	0.01106007496
923	0.01105521099
924	0.01104844727
925	0.01103943005
926	0.01103545176
927	0.01102988112
928	0.0110203568
929	0.0110171115
930	0.01101173251
931	0.01101032184
932	0.01099836122
933	0.01099669278
934	0.0109870291
935	0.01098478851
936	0.01098045405
937	0.01097735904
938	0.01096862557
939	0.01096590394
940	0.01096299235
941	0.01095964134
942	0.01095498011
943	0.01093923846
944	0.01093564882
945	0.01092304055
946	0.01089836066
947	0.01089133326
948	0.01088798734
949	0.01087094642
950	0.01085973134
951	0.01085583349
952	0.01085283806
953	0.01083159129
954	0.01082637268
955	0.01082405543
956	0.0108193301
957	0.01081699034
958	0.01081370937
959	0.01081074743
960	0.01080859577
961	0.01080743565
962	0.01080521434
963	0.01080177401
964	0.01079346842
965	0.01079165898
966	0.01079019741
967	0.01078779965
968	0.0107834917
969	0.01078119041
970	0.01077226047
971	0.01077085301
972	0.01076766527
973	0.01076500418
974	0.01075991642
975	0.01075637194
976	0.01073943459
977	0.01073620814
978	0.01073369136
979	0.01073055346
980	0.01072829874
981	0.01072619596
982	0.01071652123
983	0.01071310995
984	0.01070716664
985	0.01070438607
986	0.01070215382
987	0.01069603373
988	0.01068495079
989	0.01068281196
990	0.01067965818
991	0.01067507579
992	0.01067232448
993	0.01064550187
994	0.01064335131
995	0.01064112477
996	0.01063858985
997	0.01063777347
998	0.01063490903
999	0.01061363211
